Date,Actual,Forecast
2010-02-11 16:00:00,0.47773333333333334,0.5006523455859178
2010-02-11 17:00:00,0.6552666666666667,0.6117988775356022
2010-02-11 18:00:00,1.4363666666666668,0.7263924186043672
2010-02-11 19:00:00,2.3198999999999996,0.7369230158969365
2010-02-11 20:00:00,2.1599333333333335,0.6805095579344863
2010-02-11 21:00:00,0.8298666666666666,0.640802763810188
2010-02-11 22:00:00,0.41426666666666667,0.6253331158983706
2010-02-11 23:00:00,0.3079,0.6256275506743536
2010-02-12 00:00:00,0.3216,0.6387876565844933
2010-02-12 01:00:00,0.3041,0.6506318489416654
2010-02-12 02:00:00,0.9864999999999999,0.6537432224001853
2010-02-12 03:00:00,0.32003333333333334,0.6517048904654094
2010-02-12 04:00:00,0.37456666666666666,0.6483045446849586
2010-02-12 05:00:00,0.2969,0.6456114012518493
2010-02-12 06:00:00,1.5692666666666668,0.6449372693558856
2010-02-12 07:00:00,2.9396,0.6457445840809415
2010-02-12 08:00:00,1.5895333333333332,0.646750269382756
2010-02-12 09:00:00,2.1982,0.647326342972296
2010-02-12 10:00:00,2.1526666666666667,0.6474020559608511
2010-02-12 11:00:00,2.1775333333333333,0.6471568243255282
2010-02-12 12:00:00,1.6359333333333335,0.6468825552599134
2010-02-12 13:00:00,1.3956666666666666,0.6467537399697623
2010-02-12 14:00:00,1.4408666666666667,0.6467647772013139
2010-02-12 15:00:00,1.4406999999999999,0.6468392718701008
2010-02-12 16:00:00,1.4709666666666665,0.6469077787913527
2010-02-12 17:00:00,0.7733666666666666,0.64693498861653
2010-02-12 18:00:00,0.7121,0.6469256419070687
2010-02-12 19:00:00,1.1571333333333333,0.6469034377649289
2010-02-12 20:00:00,2.1186,0.6468868354393156
2010-02-12 21:00:00,1.2646666666666666,0.6468819669055207
2010-02-12 22:00:00,2.0786666666666664,0.6468858502758433
2010-02-12 23:00:00,0.8308,0.6468920743884831
2010-02-13 00:00:00,0.31943333333333335,0.6468960180325181
2010-02-13 01:00:00,0.33049999999999996,0.6468966609428735
2010-02-13 02:00:00,0.28696666666666665,0.6468952870152294
2010-02-13 03:00:00,0.2921333333333333,0.6468936274007451
2010-02-13 04:00:00,0.3372,0.6468927344338241
2010-02-13 05:00:00,0.3571666666666667,0.6468927249462083
2010-02-13 06:00:00,1.1429333333333331,0.6468931665851191
2010-02-13 07:00:00,1.964,0.6468935951054386
2010-02-13 08:00:00,2.0619666666666667,0.6468937833379932
2010-02-13 09:00:00,1.9386333333333332,0.6468937457500703
2010-02-13 10:00:00,2.6426000000000003,0.6468936137956038
2010-02-13 11:00:00,1.5028666666666666,0.6468935065499304
2010-02-13 12:00:00,3.9241333333333333,0.6468934705775577
2010-02-13 13:00:00,3.271866666666667,0.6468934904490018
2010-02-13 14:00:00,4.173933333333333,0.6468935278750031
2010-02-13 15:00:00,2.005733333333333,0.6468935537037327
2010-02-13 16:00:00,1.6035666666666666,0.6468935594532994
2010-02-13 17:00:00,1.5794666666666666,0.6468935518626426
2010-02-13 18:00:00,1.5640666666666665,0.6468935416584384
2010-02-13 19:00:00,1.5280999999999998,0.6468935357126162
2010-02-13 20:00:00,1.5876666666666668,0.6468935351920787
2010-02-13 21:00:00,1.6402,0.6468935377153279
2010-02-13 22:00:00,1.5538333333333334,0.6468935404002588
2010-02-13 23:00:00,1.5836333333333334,0.6468935416956895
2010-02-14 00:00:00,1.5946,0.6468935415755569
2010-02-14 01:00:00,0.9921333333333333,0.6468935408016545
2010-02-14 02:00:00,0.5102,0.646893540119746
2010-02-14 03:00:00,0.5337,0.6468935398585512
2010-02-14 04:00:00,0.4849666666666667,0.6468935399542474
2010-02-14 05:00:00,0.4985333333333334,0.6468935401787931
2010-02-14 06:00:00,0.48109999999999997,0.6468935403457585
2010-02-14 07:00:00,0.48383333333333334,0.646893540391933
2010-02-14 08:00:00,0.486,0.6468935403514079
2010-02-14 09:00:00,0.4524666666666667,0.6468935402890531
2010-02-14 10:00:00,0.5283333333333333,0.6468935402497882
2010-02-14 11:00:00,1.4403000000000001,0.6468935402437761
2010-02-14 12:00:00,1.3994666666666666,0.6468935402579576
2010-02-14 13:00:00,1.5053333333333332,0.6468935402746264
2010-02-14 14:00:00,1.6249,0.6468935402834206
2010-02-14 15:00:00,1.8530000000000002,0.6468935402833931
2010-02-14 16:00:00,1.7702666666666667,0.6468935402788984
2010-02-14 17:00:00,1.9765333333333333,0.6468935402745977
2010-02-14 18:00:00,1.8759666666666668,0.6468935402727529
2010-02-14 19:00:00,2.3949,0.6468935402731675
2010-02-14 20:00:00,2.2460999999999998,0.6468935402745027
2010-02-14 21:00:00,1.2545423728813558,0.6468935402755739
2010-02-14 22:00:00,0.8745999999999999,0.6468935402759236
2010-02-14 23:00:00,0.8707666666666667,0.6468935402757151
2010-02-15 00:00:00,0.5692333333333333,0.6468935402753372
2010-02-15 01:00:00,0.28669999999999995,0.6468935402750804
2010-02-15 02:00:00,0.3025,0.6468935402750259
2010-02-15 03:00:00,0.359,0.646893540275104
2010-02-15 04:00:00,0.3393,0.6468935402752067
2010-02-15 05:00:00,0.2951666666666667,0.6468935402752656
2010-02-15 06:00:00,1.0412000000000001,0.6468935402752699
2010-02-15 07:00:00,2.9093333333333335,0.6468935402752441
2010-02-15 08:00:00,1.4227666666666667,0.6468935402752172
2010-02-15 09:00:00,1.3833,0.6468935402752044
2010-02-15 10:00:00,1.4214999999999998,0.6468935402752058
2010-02-15 11:00:00,1.3868333333333331,0.6468935402752137
2010-02-15 12:00:00,1.4012,0.6468935402752205
2010-02-15 13:00:00,1.4034,0.6468935402752231
2010-02-15 14:00:00,1.4446333333333332,0.6468935402752221
2010-02-15 15:00:00,0.7568,0.6468935402752198
2010-02-15 16:00:00,0.3682666666666667,0.6468935402752182
2010-02-15 17:00:00,0.5431666666666666,0.6468935402752177
2010-02-15 18:00:00,1.5169,0.6468935402752182
2010-02-15 19:00:00,3.5081333333333333,0.6468935402752188
2010-02-15 20:00:00,4.619633333333334,0.6468935402752193
2010-02-15 21:00:00,3.7538,0.6468935402752193
2010-02-15 22:00:00,2.6901,0.6468935402752192
2010-02-15 23:00:00,1.2293333333333334,0.646893540275219
2010-02-16 00:00:00,0.37456666666666666,0.6468935402752188
2010-02-16 01:00:00,0.38666666666666666,0.6468935402752188
2010-02-16 02:00:00,0.39816666666666667,0.6468935402752188
2010-02-16 03:00:00,0.3794666666666667,0.6468935402752188
2010-02-16 04:00:00,0.4402666666666667,0.6468935402752188
2010-02-16 05:00:00,0.4183,0.6468935402752188
2010-02-16 06:00:00,0.9956333333333334,0.6468935402752188
2010-02-16 07:00:00,2.5009666666666663,0.6468935402752188
2010-02-16 08:00:00,2.4614333333333334,0.6468935402752188
2010-02-16 09:00:00,2.0040666666666667,0.6468935402752188
2010-02-16 10:00:00,1.5527333333333333,0.6468935402752188
2010-02-16 11:00:00,1.6532666666666667,0.6468935402752188
2010-02-16 12:00:00,1.4228,0.6468935402752188
2010-02-16 13:00:00,2.1619666666666664,0.6468935402752188
2010-02-16 14:00:00,1.8003666666666664,0.6468935402752188
2010-02-16 15:00:00,1.5436666666666667,0.6468935402752188
2010-02-16 16:00:00,0.7285333333333334,0.6468935402752188
2010-02-16 17:00:00,0.7314666666666666,0.6468935402752188
2010-02-16 18:00:00,0.8071333333333333,0.6468935402752188
2010-02-16 19:00:00,2.2342999999999997,0.6468935402752188
2010-02-16 20:00:00,1.7398,0.6468935402752188
2010-02-16 21:00:00,2.0071,0.6468935402752188
2010-02-16 22:00:00,0.7555666666666667,0.6468935402752188
2010-02-16 23:00:00,0.4643666666666667,0.6468935402752188
2010-02-17 00:00:00,0.43079999999999996,0.6468935402752188
2010-02-17 01:00:00,0.38206666666666667,0.6468935402752188
2010-02-17 02:00:00,0.3785,0.6468935402752188
